name,cafeurl,reviewcnt,rating,pricerng,postcode,lat,long,rev_Excellent,rev_Very good,rev_Average,rev_Poor,rev_Terrible,topcat,borough,price_num
Flotsam and Jetsam,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7735160-Reviews-Flotsam_and_Jetsam-London_England.html,159,4.5,££ - £££,SW17 7EQ,51.4307,-0.1647,103,28,9,4,12,Excellent,Wandsworth,2
Afternoon Tea at the Royal Albert Hall,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15657323-Reviews-Afternoon_Tea_at_the_Royal_Albert_Hall-London_England.html,39,4.5,££ - £££,SW7 2AP,51.49598333333333,-0.1762833333333333,27,8,2,0,1,Excellent,Westminster,2
Camden Tea Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d21347155-Reviews-Camden_Tea_Bar-London_England.html,37,4.5,££ - £££,NW1 8AF,51.52988181818182,-0.1471818181818182,31,2,0,0,1,Excellent,Camden,2
Costa Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4036554-Reviews-Costa_Coffee-London_England.html,179,4.0,£,SE1 7RW,51.49874615384616,-0.0930384615384615,35,16,13,2,3,Excellent,Lambeth,1
Afternoon Tea at Rosewood London,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d17519235-Reviews-Afternoon_Tea_at_Rosewood_London-London_England.html,74,4.5,££££,WC1V 7EN,51.5085,-0.1257,53,6,4,3,3,Excellent,Camden,3
The Coffee Tree,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6456619-Reviews-The_Coffee_Tree-London_England.html,56,4.5,£,WC2H 8EB,51.5085,-0.1257,35,7,1,1,0,Excellent,Camden,1
Iris and June,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6754270-Reviews-Iris_and_June-London_England.html,128,4.0,£,SW1P 1WG,51.5085,-0.1257,60,34,11,7,3,Excellent,Westminster,1
The Theatre Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10544474-Reviews-The_Theatre_Cafe-London_England.html,180,4.0,££ - £££,W1D 6LX,51.5085,-0.1257,90,39,19,13,10,Excellent,Westminster,2
Kaffeine,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9784345-Reviews-Kaffeine-London_England.html,66,4.5,£,W1T 3AY,51.5085,-0.1257,40,13,3,1,1,Excellent,Westminster,1
the hive sw6,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3730783-Reviews-The_hive_sw6-London_England.html,85,4.5,£,SW6 5RX,51.4803,-0.1993,52,19,3,3,2,Excellent,Hammersmith and Fulham,1
Ben's Cookies,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4274131-Reviews-Ben_s_Cookies-London_England.html,84,4.5,£,W1F 7JF,51.5085,-0.1257,22,17,3,2,0,Excellent,Westminster,1
Shot Espresso,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5433000-Reviews-Shot_Espresso-London_England.html,76,4.5,££ - £££,SW6 1BE,51.4803,-0.1993,59,6,4,5,0,Excellent,Hammersmith and Fulham,2
Cafe Zee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6921961-Reviews-Cafe_Zee-London_England.html,205,4.0,££ - £££,W5 5AW,51.516333333333336,-0.2851888888888889,106,48,14,14,11,Excellent,Ealing,2
Store Street Espresso,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3847936-Reviews-Store_Street_Espresso-London_England.html,121,4.0,££ - £££,WC1E 7DB,51.5085,-0.1257,47,41,13,7,3,Excellent,Camden,2
The Black Cab Coffee Co,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12437741-Reviews-The_Black_Cab_Coffee_Co-London_England.html,85,4.5,££ - £££,SW11 8AU,51.469166666666666,-0.1619333333333333,68,4,1,6,6,Excellent,Wandsworth,2
Lola's Cupcakes Mayfair,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4232009-Reviews-Lola_s_Cupcakes_Mayfair-London_England.html,67,4.5,££ - £££,W1J 8QD,51.5085,-0.1257,27,10,3,1,0,Excellent,Westminster,2
Lisboa Patisserie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719727-Reviews-Lisboa_Patisserie-London_England.html,161,4.5,£,W10 5NR,51.523,-0.2188,80,30,7,4,9,Excellent,Kensington and Chelsea,1
Brooks & Gao,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6886053-Reviews-Brooks_Gao-London_England.html,86,4.5,££ - £££,SW16 1DB,51.42283333333334,-0.1242666666666666,56,20,3,5,2,Excellent,Lambeth,2
Saucer & Cup,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7592498-Reviews-Saucer_Cup-London_England.html,99,4.5,£,SW19 8AD,51.42343333333333,-0.1973333333333333,79,6,3,4,5,Excellent,Sutton and Merton,1
Pret a Manger,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3165704-Reviews-Pret_a_Manger-London_England.html,117,4.0,£,WC1V 7DN,51.5085,-0.1257,24,31,7,1,3,Very good,Camden,1
Blighty Cafe - Tottenham,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12847370-Reviews-Blighty_Cafe_Tottenham-London_England.html,60,4.5,££ - £££,N15 4AJ,51.584300000000006,-0.073,45,4,6,3,2,Excellent,Haringey Teaching,2
Signorelli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9763757-Reviews-Signorelli-London_England.html,121,4.0,££ - £££,E20 1FS,51.5468,-0.0096,72,24,7,6,9,Excellent,Newham,2
Afternoon Tea At The Lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5959711-Reviews-Afternoon_Tea_At_The_Lounge-London_England.html,363,4.0,££ - £££,SW1A 2EJ,51.5018,-0.1328,165,66,41,41,28,Excellent,Westminster,2
Morelli's Gelato,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8177896-Reviews-Morelli_s_Gelato-London_England.html,125,4.0,££ - £££,WC2E 8RB,51.5085,-0.1257,63,23,11,6,5,Excellent,Westminster,2
Beany Green at Broadgate,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4894321-Reviews-Beany_Green_at_Broadgate-London_England.html,135,4.0,££ - £££,EC2M 2QS,51.5191,-0.0882,80,18,10,9,11,Excellent,City and Hackney Teaching,2
EC1 Coffee House,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7271551-Reviews-EC1_Coffee_House-London_England.html,42,5.0,£,EC1M 5RS,51.5085,-0.1257,36,5,0,0,0,Excellent,Islington,1
Di Stefano Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15290465-Reviews-Di_Stefano_Coffee-London_England.html,43,4.5,££ - £££,E1 4AA,51.51302727272727,-0.0617727272727272,36,2,0,2,1,Excellent,Tower Hamlets,2
London Review Cake Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2325023-Reviews-London_Review_Cake_Shop-London_England.html,103,4.5,££ - £££,WC1A 2JL,51.5085,-0.1257,54,20,6,6,2,Excellent,Camden,2
Caffe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4910826-Reviews-Caffe_Nero-London_England.html,143,4.0,£,SW1V 1QS,51.5085,-0.1257,26,19,11,4,1,Excellent,Westminster,1
Beany Green,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13532393-Reviews-Beany_Green-London_England.html,36,4.5,£,SE1 8XX,51.49874615384616,-0.0930384615384615,25,8,1,0,0,Excellent,Lambeth,1
Flat White Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d788793-Reviews-Flat_White_Cafe-London_England.html,222,4.0,£,W1F 0PT,51.5085,-0.1257,80,65,21,20,15,Excellent,Westminster,1
Melissa Patisserie & Confectionery,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3870020-Reviews-Melissa_Patisserie_Confectionery-London_England.html,96,4.5,£,NW1 0LT,51.52988181818182,-0.1471818181818182,67,8,1,0,6,Excellent,Camden,1
Arro Coffee - Marylebone,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15131186-Reviews-Arro_Coffee_Marylebone-London_England.html,56,4.5,££ - £££,W1U 6NJ,51.5085,-0.1257,41,4,3,1,2,Excellent,Westminster,2
11 Coffee & Co,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12459552-Reviews-11_Coffee_Co-London_England.html,47,4.5,££ - £££,SW14 8QR,51.4655,-0.2669,38,5,1,3,0,Excellent,Richmond and Twickenham,2
Hej Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7045110-Reviews-Hej_Coffee-London_England.html,96,4.5,£,SE1 3UN,51.49874615384616,-0.0930384615384615,40,27,12,5,0,Excellent,Southwark,1
Host Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5816602-Reviews-Host_Cafe-London_England.html,57,4.5,£,EC4M 9BW,51.5085,-0.1257,33,8,1,2,1,Excellent,City and Hackney Teaching,1
The Coffee Room - Mile End,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6429136-Reviews-The_Coffee_Room_Mile_End-London_England.html,62,4.5,££ - £££,E3 5AX,51.52765714285714,-0.0265714285714285,36,10,2,1,1,Excellent,Tower Hamlets,2
The Barn,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7755665-Reviews-The_Barn-London_England.html,94,4.5,£,N7 8JL,51.5491,-0.1205142857142857,58,18,7,1,4,Excellent,Islington,1
Paul Rhodes Bakery,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3720877-Reviews-Paul_Rhodes_Bakery-London_England.html,193,4.0,££ - £££,SE10 9HU,51.4779,-0.0118,65,46,15,10,13,Excellent,Greenwich Teaching,2
La Genoise Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11753664-Reviews-La_Genoise_Cafe-London_England.html,38,4.5,£,N12 9QD,51.6077,-0.166,27,9,1,0,0,Excellent,Barnet,1
The Roasting,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8713821-Reviews-The_Roasting-London_England.html,85,4.5,££ - £££,SW1V 2LY,51.5085,-0.1257,36,15,6,2,5,Excellent,Westminster,2
Tomtom Coffee House,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1151445-Reviews-Tomtom_Coffee_House-London_England.html,206,4.0,££ - £££,SW1W 9QD,51.5085,-0.1257,69,55,17,7,14,Excellent,Westminster,2
illy Caffe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3323187-Reviews-Illy_Caffe-London_England.html,136,4.0,££ - £££,SE1 7UT,51.49874615384616,-0.0930384615384615,55,22,11,1,8,Excellent,Lambeth,2
Amorino Islington,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8177908-Reviews-Amorino_Islington-London_England.html,88,4.5,££ - £££,N1 1QN,51.53669,-0.0944,53,9,7,5,3,Excellent,Islington,2
Unico Gelato and Caffe - St. Johns Wood,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13552015-Reviews-Unico_Gelato_and_Caffe_St_Johns_Wood-London_England.html,47,4.5,££ - £££,NW8 7SE,51.5299,-0.1747,38,3,0,0,3,Excellent,Westminster,2
Claud W. Dennis,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7995747-Reviews-Claud_W_Dennis-London_England.html,45,5.0,£,N14 5BP,51.63298,-0.13062,37,7,1,0,0,Excellent,Enfield,1
Nordic Bakery,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d943053-Reviews-Nordic_Bakery-London_England.html,279,4.0,££ - £££,W1F 9JG,51.5085,-0.1257,73,77,50,28,11,Very good,Westminster,2
Long & Short Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15016019-Reviews-Long_Short_Coffee-London_England.html,30,5.0,£,E1 6RL,51.51302727272727,-0.0617727272727272,29,0,0,0,0,Excellent,Tower Hamlets,1
Sociale Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8817971-Reviews-Sociale_Cafe-London_England.html,39,4.5,££ - £££,W2 5SD,51.51413636363636,-0.1886454545454545,26,5,2,0,1,Excellent,Westminster,2
TAB X TAB,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13197000-Reviews-TAB_X_TAB-London_England.html,75,4.5,££ - £££,W2 5RH,51.51413636363636,-0.1886454545454545,44,11,7,1,4,Excellent,Westminster,2
Caffettino,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2693237-Reviews-Caffettino-London_England.html,80,4.5,££ - £££,SW11 4ND,51.469166666666666,-0.1619333333333333,42,7,4,3,4,Excellent,Wandsworth,2
Artisan Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7284510-Reviews-Artisan_Coffee-London_England.html,116,4.5,££ - £££,W5 2XA,51.516333333333336,-0.2851888888888889,69,25,6,7,6,Excellent,Ealing,2
Quaker Street Coffee & Bubble Tea,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12216551-Reviews-Quaker_Street_Coffee_Bubble_Tea-London_England.html,93,4.5,£,E1 6SZ,51.51302727272727,-0.0617727272727272,73,4,3,4,6,Excellent,Tower Hamlets,1
Cafe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3978006-Reviews-Cafe_Nero-London_England.html,369,3.5,£,WC2N 5DS,51.5085,-0.1257,41,75,31,19,22,Very good,Westminster,1
Hygge Pygge Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14066953-Reviews-Hygge_Pygge_Cafe-London_England.html,50,4.5,£,NW1 8AJ,51.52988181818182,-0.1471818181818182,28,7,4,0,2,Excellent,Camden,1
Urban Social Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d16806141-Reviews-Urban_Social_Coffee-London_England.html,41,4.5,£,N1 1RU,51.53669,-0.0944,35,2,1,0,3,Excellent,Islington,1
"The Monocle Cafe, London",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4097559-Reviews-The_Monocle_Cafe_London-London_England.html,167,4.0,££ - £££,W1U 7QA,51.5085,-0.1257,49,57,24,12,7,Very good,Westminster,2
The Ship of Adventures,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7127882-Reviews-The_Ship_of_Adventures-London_England.html,50,5.0,£,E8 2NS,51.548,-0.0629,43,4,1,0,0,Excellent,City and Hackney Teaching,1
TazZa Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2451845-Reviews-TazZa_Coffee-London_England.html,64,4.5,££ - £££,E17 7JH,51.58758,-0.02048,48,9,2,1,2,Excellent,Waltham Forest,2
Costas Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d850531-Reviews-Costas_Cafe-London_England.html,146,4.0,£,WC1X 9DS,51.5085,-0.1257,26,18,9,1,2,Excellent,Islington,1
Bar Italia,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d698111-Reviews-Bar_Italia-London_England.html,450,4.0,££ - £££,W1D 4RP,51.5085,-0.1257,182,102,39,19,49,Excellent,Westminster,2
Dalhousie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10231438-Reviews-Dalhousie-London_England.html,63,4.5,££ - £££,SE19 3RY,51.417875,-0.085075,38,18,4,2,1,Excellent,Croydon,2
Caffe Grana,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2460644-Reviews-Caffe_Grana-London_England.html,48,4.5,£,SW1H 0BB,51.5085,-0.1257,33,11,3,0,0,Excellent,Westminster,1
Ginger and White,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4363686-Reviews-Ginger_and_White-London_England.html,116,4.0,££ - £££,NW3 1QS,51.5462,-0.168075,48,41,8,4,8,Excellent,Camden,2
Fortitude Bakehouse,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13663010-Reviews-Fortitude_Bakehouse-London_England.html,33,4.5,£,WC1N 1JA,51.5085,-0.1257,23,1,2,1,0,Excellent,Camden,1
The Salt Beef Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2216735-Reviews-The_Salt_Beef_Bar-London_England.html,64,4.5,£,NW11 0AL,51.57813333333333,-0.1980499999999999,40,18,4,1,1,Excellent,Barnet,1
H.R Higgins,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7818165-Reviews-H_R_Higgins-London_England.html,69,4.5,££ - £££,W1K 5AS,51.5085,-0.1257,31,7,1,3,1,Excellent,Westminster,2
The Cosy Coffee Corner,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8728067-Reviews-The_Cosy_Coffee_Corner-London_England.html,34,5.0,£,EC3V 9AN,51.5136,-0.0873,31,2,0,0,0,Excellent,City and Hackney Teaching,1
Artisan Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7366262-Reviews-Artisan_Coffee-London_England.html,112,4.0,££ - £££,W6 0RX,51.49248333333333,-0.2204,44,24,14,2,8,Excellent,Hammersmith and Fulham,2
Camera Museum,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4093941-Reviews-Camera_Museum-London_England.html,52,4.5,£,WC1A 1LY,51.5085,-0.1257,22,10,2,1,1,Excellent,Camden,1
Beany Green of Regent's Place,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7254861-Reviews-Beany_Green_of_Regent_s_Place-London_England.html,57,4.5,££ - £££,NW1 3FG,51.52988181818182,-0.1471818181818182,43,5,3,4,2,Excellent,Camden,2
Tuttis,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4607806-Reviews-Tuttis-London_England.html,93,4.5,£,WC1N 3LW,51.5085,-0.1257,56,22,4,3,5,Excellent,Camden,1
Highness Cafe And Tea Room,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5779941-Reviews-Highness_Cafe_And_Tea_Room-London_England.html,35,5.0,££ - £££,N5 1QJ,51.55,-0.1,26,6,0,0,0,Excellent,Islington,2
London Velo,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8732115-Reviews-London_Velo-London_England.html,46,4.5,£,SE8 4AF,51.4776,-0.0261,35,6,0,1,1,Excellent,Lewisham,1
Paul Rhodes Bakery,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7705914-Reviews-Paul_Rhodes_Bakery-London_England.html,112,4.0,££ - £££,W11 3HX,51.507525,-0.205,41,24,11,3,5,Excellent,Kensington and Chelsea,2
The Wren Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6542607-Reviews-The_Wren_Cafe-London_England.html,60,4.5,£,EC4V 4BJ,51.5085,-0.1257,35,16,2,0,2,Excellent,City and Hackney Teaching,1
Soho Grind,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6689267-Reviews-Soho_Grind-London_England.html,135,4.0,£,W1F 9RP,51.5085,-0.1257,60,40,10,7,9,Excellent,Westminster,1
Milk,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3932092-Reviews-Milk-London_England.html,399,4.0,££ - £££,SW12 9RG,51.4469,-0.1384,142,113,58,40,35,Excellent,Wandsworth,2
WA cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7676097-Reviews-WA_cafe-London_England.html,168,4.0,££ - £££,W5 2NX,51.516333333333336,-0.2851888888888889,95,30,7,6,12,Excellent,Ealing,2
Cafe Frei,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11862746-Reviews-Cafe_Frei-London_England.html,36,5.0,££ - £££,E1 8EB,51.51302727272727,-0.0617727272727272,25,6,1,0,0,Excellent,Tower Hamlets,2
Nespresso Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10492389-Reviews-Nespresso_Cafe-London_England.html,92,4.0,££ - £££,EC2V 6DT,51.5161,-0.0949,36,26,6,5,4,Excellent,City and Hackney Teaching,2
Palm Vaults,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12171022-Reviews-Palm_Vaults-London_England.html,99,4.0,££ - £££,E8 1HY,51.548,-0.0629,52,20,8,10,4,Excellent,City and Hackney Teaching,2
The Association Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4023305-Reviews-The_Association_Coffee-London_England.html,60,4.5,££ - £££,EC3A 5AY,51.5154,-0.0828,27,22,6,2,0,Excellent,City and Hackney Teaching,2
The Fields Beneath,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4788278-Reviews-The_Fields_Beneath-London_England.html,46,4.5,£,NW5 3LN,51.5517,-0.1413,38,2,0,2,2,Excellent,Camden,1
Coleman Coffee Roasters,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10219719-Reviews-Coleman_Coffee_Roasters-London_England.html,51,4.5,£,SE1 7RJ,51.49874615384616,-0.0930384615384615,31,12,1,1,1,Excellent,Lambeth,1
Sweetsmile Bakery & Patisserie (Brunch & Coffee),https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d19898879-Reviews-Sweetsmile_Bakery_Patisserie_Brunch_Coffee-London_England.html,19,5.0,£,SW11 5QW,51.469166666666666,-0.1619333333333333,19,0,0,0,0,Excellent,Wandsworth,1
Harrison's Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d19609623-Reviews-Harrison_s_Coffee-London_England.html,25,5.0,££ - £££,W2 3RA,51.51413636363636,-0.1886454545454545,19,0,1,0,1,Excellent,Westminster,2
Artigiano Espresso & Wine Bar St. Paul's,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5422732-Reviews-Artigiano_Espresso_Wine_Bar_St_Paul_s-London_England.html,105,4.0,££ - £££,EC4M 7DX,51.5085,-0.1257,54,24,5,5,7,Excellent,City and Hackney Teaching,2
106 Baker St.,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7001968-Reviews-106_Baker_St-London_England.html,101,4.0,££ - £££,W1U 6TW,51.5085,-0.1257,53,15,4,5,7,Excellent,Westminster,2
The Apple Blue Patisserie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14041765-Reviews-The_Apple_Blue_Patisserie-London_England.html,39,4.5,££ - £££,SW12 9BS,51.4469,-0.1384,32,3,1,1,2,Excellent,Wandsworth,2
Black Sheep Coffee - Wood St,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10303952-Reviews-Black_Sheep_Coffee_Wood_St-London_England.html,69,4.5,£,EC2V 7AN,51.5161,-0.0949,37,15,3,3,4,Excellent,City and Hackney Teaching,1
Cafe du Coin,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3531030-Reviews-Cafe_du_Coin-London_England.html,140,4.0,£,SW5 9AQ,51.487,-0.1909999999999999,45,34,14,6,11,Excellent,Kensington and Chelsea,1
Everbean Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3436688-Reviews-Everbean_Coffee-London_England.html,89,4.5,£,W1K 4BB,51.5085,-0.1257,50,24,3,3,4,Excellent,Westminster,1
Souli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6018332-Reviews-Souli-London_England.html,79,4.5,££ - £££,W1U 3QL,51.5085,-0.1257,39,16,9,1,4,Excellent,Westminster,2
Mae + Harvey,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12006833-Reviews-Mae_Harvey-London_England.html,27,5.0,£,E3 5LU,51.52765714285714,-0.0265714285714285,21,2,2,0,0,Excellent,Tower Hamlets,1
Ko Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d17379595-Reviews-Ko_Coffee-London_England.html,25,5.0,£,N1 9JY,51.53669,-0.0944,22,1,1,0,0,Excellent,Islington,1
